Fréquence (Hz)	Niveau (dB)
86,132812	-29,308281
172,265625	-16,945143
258,398438	-11,398968
344,531250	-12,835668
430,664062	-18,683065
516,796875	-28,218435
602,929688	-44,554634
689,062500	-47,182827
775,195312	-47,417160
861,328125	-48,589405
947,460938	-50,406094
1033,593750	-52,991329
1119,726562	-54,997490
1205,859375	-56,769554
1291,992188	-58,039562
1378,125000	-58,709530
1464,257812	-59,310959
1550,390625	-59,886974
1636,523438	-60,446209
1722,656250	-60,781639
1808,789062	-51,764816
1894,921875	-41,943928
1981,054688	-43,582027
2067,187500	-57,302864
2153,320312	-62,907566
2239,453125	-63,255451
2325,585938	-63,547260
2411,718750	-63,679638
2497,851562	-63,529652
2583,984375	-62,019859
2670,117188	-58,412941
2756,250000	-58,445766
2842,382812	-58,782829
2928,515625	-61,472328
3014,648438	-63,068146
3100,781250	-64,647873
3186,914062	-65,772110
3273,046875	-65,935066
3359,179688	-65,288231
3445,312500	-63,069206
3531,445312	-60,238194
3617,578125	-57,748772
3703,710938	-54,409088
3789,843750	-53,625164
3875,976562	-57,213665
3962,109375	-59,437920
4048,242188	-61,720718
4134,375000	-63,859421
4220,507812	-65,930321
4306,640625	-67,110077
4392,773438	-67,445381
4478,906250	-68,724983
4565,039062	-69,280930
4651,171875	-69,475021
4737,304688	-69,459312
4823,437500	-69,682182
4909,570312	-69,994850
4995,703125	-70,174789
5081,835938	-70,293175
5167,968750	-70,452316
5254,101562	-70,549858
5340,234375	-70,637993
5426,367188	-70,779076
5512,500000	-70,969017
5598,632812	-71,072250
5684,765625	-71,260628
5770,898438	-71,358650
5857,031250	-71,519402
5943,164062	-71,649307
6029,296875	-71,770554
6115,429688	-71,900017
6201,562500	-72,025925
6287,695312	-72,139503
6373,828125	-72,266800
6459,960938	-72,262993
6546,093750	-72,256088
6632,226562	-72,202980
6718,359375	-72,402184
6804,492188	-72,576256
6890,625000	-72,612503
6976,757812	-72,582664
7062,890625	-72,729126
7149,023438	-72,843018
7235,156250	-72,897781
7321,289062	-72,753983
7407,421875	-72,421692
7493,554688	-72,428375
7579,687500	-72,700638
7665,820312	-73,072060
7751,953125	-73,316269
7838,085938	-73,446480
7924,218750	-73,430885
8010,351562	-73,131371
8096,484375	-73,292778
8182,617188	-73,787636
8268,750000	-74,081993
8354,882812	-74,127289
8441,015625	-74,021370
8527,148438	-73,727577
8613,281250	-73,510048
8699,414062	-73,436768
8785,546875	-73,637550
8871,679688	-74,072815
8957,812500	-74,248901
9043,945312	-74,408424
9130,078125	-74,510452
9216,210938	-74,562332
9302,343750	-74,714462
9388,476562	-74,726273
9474,609375	-74,813271
9560,742188	-74,933502
9646,875000	-75,017838
9733,007812	-75,116127
9819,140625	-75,193077
9905,273438	-75,206993
9991,406250	-75,308983
10077,539062	-75,321922
10163,671875	-75,419380
10249,804688	-75,435371
10335,937500	-75,535698
10422,070312	-75,530777
10508,203125	-75,572258
10594,335938	-75,597015
10680,468750	-75,682411
10766,601562	-75,623520
10852,734375	-75,752464
10938,867188	-75,887184
11025,000000	-75,929710
11111,132812	-75,981415
11197,265625	-76,050819
11283,398438	-75,965927
11369,531250	-76,127167
11455,664062	-76,185196
11541,796875	-76,231094
11627,929688	-76,338844
11714,062500	-76,390648
11800,195312	-76,362770
11886,328125	-76,245628
11972,460938	-76,233772
12058,593750	-76,425888
12144,726562	-76,639473
12230,859375	-76,577690
12316,992188	-76,703232
12403,125000	-76,693657
12489,257812	-76,770195
12575,390625	-76,806396
12661,523438	-76,835587
12747,656250	-76,908356
12833,789062	-76,948135
12919,921875	-76,910721
13006,054688	-77,065041
13092,187500	-77,009705
13178,320312	-77,112877
13264,453125	-77,126709
13350,585938	-77,183823
13436,718750	-77,183807
13522,851562	-77,270981
13608,984375	-77,262794
13695,117188	-77,340332
13781,250000	-77,375626
13867,382812	-77,427948
13953,515625	-77,474480
14039,648438	-77,470337
14125,781250	-77,536942
14211,914062	-77,531952
14298,046875	-77,582703
14384,179688	-77,579208
14470,312500	-77,668457
14556,445312	-77,656227
14642,578125	-77,728760
14728,710938	-77,708481
14814,843750	-77,769341
14900,976562	-77,782700
14987,109375	-78,127441
15073,242188	-78,424339
15159,375000	-78,475555
15245,507812	-78,501228
15331,640625	-78,532578
15417,773438	-78,555214
15503,906250	-78,587799
15590,039062	-78,611046
15676,171875	-78,638557
