Fréquence (Hz)	Niveau (dB)
86,132812	-37,181889
172,265625	-17,549185
258,398438	-10,210074
344,531250	-10,669768
430,664062	-20,321367
516,796875	-33,035603
602,929688	-50,541458
689,062500	-48,982765
775,195312	-48,411087
861,328125	-47,075321
947,460938	-46,927105
1033,593750	-51,091106
1119,726562	-54,708496
1205,859375	-56,107971
1291,992188	-57,013454
1378,125000	-57,584423
1464,257812	-57,993664
1550,390625	-58,592430
1636,523438	-59,069656
1722,656250	-59,579559
1808,789062	-59,263561
1894,921875	-52,821819
1981,054688	-53,419476
2067,187500	-60,750198
2153,320312	-61,653290
2239,453125	-62,035114
2325,585938	-62,374733
2411,718750	-62,689632
2497,851562	-63,002285
2583,984375	-63,289162
2670,117188	-63,483025
2756,250000	-63,707218
2842,382812	-64,001816
2928,515625	-64,313950
3014,648438	-64,630981
3100,781250	-64,873840
3186,914062	-65,124611
3273,046875	-65,357132
3359,179688	-65,554649
3445,312500	-65,749901
3531,445312	-65,720093
3617,578125	-65,685806
3703,710938	-65,413612
3789,843750	-65,226234
3875,976562	-66,247231
3962,109375	-66,760040
4048,242188	-66,845947
4134,375000	-66,029808
4220,507812	-66,174232
4306,640625	-67,485443
4392,773438	-67,794533
4478,906250	-68,005585
4565,039062	-68,157257
4651,171875	-68,303345
4737,304688	-68,470406
4823,437500	-68,602257
4909,570312	-68,744499
4995,703125	-68,922722
5081,835938	-69,053505
5167,968750	-69,187820
5254,101562	-69,321472
5340,234375	-69,465492
5426,367188	-69,547546
5512,500000	-69,719589
5598,632812	-69,874695
5684,765625	-69,946579
5770,898438	-70,120110
5857,031250	-70,246773
5943,164062	-70,369850
6029,296875	-70,497551
6115,429688	-70,622253
6201,562500	-70,763733
6287,695312	-70,857620
6373,828125	-70,971794
6459,960938	-71,089287
6546,093750	-71,175507
6632,226562	-71,285812
6718,359375	-71,377403
6804,492188	-71,454483
6890,625000	-71,523399
6976,757812	-71,618332
7062,890625	-71,700302
7149,023438	-71,793732
7235,156250	-71,857132
7321,289062	-71,903938
7407,421875	-72,029648
7493,554688	-72,043045
7579,687500	-72,079460
7665,820312	-72,255905
7751,953125	-72,356979
7838,085938	-72,428429
7924,218750	-72,493103
8010,351562	-72,300003
8096,484375	-72,386505
8182,617188	-72,751343
8268,750000	-72,955925
8354,882812	-73,028343
8441,015625	-73,034454
8527,148438	-73,057266
8613,281250	-73,087982
8699,414062	-73,152100
8785,546875	-73,213860
8871,679688	-73,256248
8957,812500	-73,365013
9043,945312	-73,403923
9130,078125	-73,465240
9216,210938	-73,528641
9302,343750	-73,599312
9388,476562	-73,630325
9474,609375	-73,737976
9560,742188	-73,747345
9646,875000	-73,840599
9733,007812	-73,868675
9819,140625	-73,987129
9905,273438	-74,007507
9991,406250	-74,073738
10077,539062	-74,132706
10163,671875	-74,216095
10249,804688	-74,251152
10335,937500	-74,277939
10422,070312	-74,396935
10508,203125	-74,357819
10594,335938	-74,445412
10680,468750	-74,492279
10766,601562	-74,544395
10852,734375	-74,620277
10938,867188	-74,656029
11025,000000	-74,725761
11111,132812	-74,738525
11197,265625	-74,827682
11283,398438	-74,898132
11369,531250	-74,901512
11455,664062	-74,935776
11541,796875	-75,038788
11627,929688	-75,075089
11714,062500	-75,146286
11800,195312	-75,164757
11886,328125	-75,138130
11972,460938	-74,989044
12058,593750	-75,235352
12144,726562	-75,345291
12230,859375	-75,383400
12316,992188	-75,436043
12403,125000	-75,455353
12489,257812	-75,516876
12575,390625	-75,539291
12661,523438	-75,628616
12747,656250	-75,596886
12833,789062	-75,674301
12919,921875	-75,755943
13006,054688	-75,761063
13092,187500	-75,807899
13178,320312	-75,847633
13264,453125	-75,879181
13350,585938	-75,924263
