Fréquence (Hz)	Niveau (dB)
86,132812	-26,459267
172,265625	-26,538155
258,398438	-28,999544
344,531250	-33,089092
430,664062	-34,382374
516,796875	-36,958290
602,929688	-42,542366
689,062500	-45,225880
775,195312	-43,132404
861,328125	-43,153633
947,460938	-45,767643
1033,593750	-46,465603
1119,726562	-46,150326
1205,859375	-46,345299
1291,992188	-47,187546
1378,125000	-49,975243
1464,257812	-50,321114
1550,390625	-47,151947
1636,523438	-46,810242
1722,656250	-47,947399
1808,789062	-48,030281
1894,921875	-47,957382
1981,054688	-48,443871
2067,187500	-50,228477
2153,320312	-52,408730
2239,453125	-53,874554
2325,585938	-53,776489
2411,718750	-51,089703
2497,851562	-49,739254
2583,984375	-50,123081
2670,117188	-50,194878
2756,250000	-49,809113
2842,382812	-49,971588
2928,515625	-50,466564
3014,648438	-51,234592
3100,781250	-51,501663
3186,914062	-51,663635
3273,046875	-51,658306
3359,179688	-51,194752
3445,312500	-50,305752
3531,445312	-49,308990
3617,578125	-48,739059
3703,710938	-49,019283
3789,843750	-48,581120
3875,976562	-47,448273
3962,109375	-47,269939
4048,242188	-48,134953
4134,375000	-48,705868
4220,507812	-48,009945
4306,640625	-47,067524
4392,773438	-45,803619
4478,906250	-46,371975
4565,039062	-48,135494
4651,171875	-50,218159
4737,304688	-49,456120
4823,437500	-48,832657
4909,570312	-48,875401
4995,703125	-49,269207
5081,835938	-49,594540
5167,968750	-50,472427
5254,101562	-50,184830
5340,234375	-49,805439
5426,367188	-49,851688
5512,500000	-52,069695
5598,632812	-52,756329
5684,765625	-52,457657
5770,898438	-52,832130
5857,031250	-53,583130
5943,164062	-55,306843
6029,296875	-56,780590
6115,429688	-57,037209
6201,562500	-56,157516
6287,695312	-55,555397
6373,828125	-54,804798
6459,960938	-53,708244
6546,093750	-51,897873
6632,226562	-50,177963
6718,359375	-50,083759
6804,492188	-50,540497
6890,625000	-50,612465
6976,757812	-49,313866
7062,890625	-47,559528
7149,023438	-46,809982
7235,156250	-46,863102
7321,289062	-47,387703
7407,421875	-48,202248
7493,554688	-48,885616
7579,687500	-49,485580
7665,820312	-49,866024
7751,953125	-50,920574
7838,085938	-52,761421
7924,218750	-54,829872
8010,351562	-56,587986
8096,484375	-59,109661
8182,617188	-61,106560
8268,750000	-62,471207
8354,882812	-61,080303
8441,015625	-58,925846
8527,148438	-56,883152
8613,281250	-54,907631
8699,414062	-53,205830
8785,546875	-52,628613
8871,679688	-52,325344
8957,812500	-51,645473
9043,945312	-51,352734
9130,078125	-51,469349
9216,210938	-51,613003
9302,343750	-51,389565
9388,476562	-51,328186
9474,609375	-50,929699
9560,742188	-50,498631
9646,875000	-50,640789
9733,007812	-51,043858
9819,140625	-51,103455
9905,273438	-51,048721
9991,406250	-51,125015
10077,539062	-51,662811
10163,671875	-51,239914
10249,804688	-51,010441
10335,937500	-50,779995
10422,070312	-51,091068
10508,203125	-51,174503
10594,335938	-50,961731
10680,468750	-50,945576
10766,601562	-51,269379
10852,734375	-51,894169
10938,867188	-52,149754
11025,000000	-53,179489
11111,132812	-54,751488
11197,265625	-55,485126
11283,398438	-56,695309
11369,531250	-59,261696
11455,664062	-62,259033
11541,796875	-62,761845
11627,929688	-61,126629
11714,062500	-59,901539
11800,195312	-58,938129
11886,328125	-58,117889
11972,460938	-57,699982
12058,593750	-57,271606
12144,726562	-57,093216
12230,859375	-57,161625
12316,992188	-57,803360
12403,125000	-58,784039
12489,257812	-60,130894
12575,390625	-61,148308
12661,523438	-61,753433
12747,656250	-62,611938
12833,789062	-64,103500
12919,921875	-66,228493
13006,054688	-66,507919
13092,187500	-65,579010
13178,320312	-64,852928
13264,453125	-64,741646
13350,585938	-65,632812
13436,718750	-65,732033
13522,851562	-65,846474
13608,984375	-65,684166
13695,117188	-66,659668
13781,250000	-67,214828
13867,382812	-68,155830
13953,515625	-68,809029
14039,648438	-69,318214
14125,781250	-69,113091
14211,914062	-69,132812
14298,046875	-69,324448
14384,179688	-69,528824
14470,312500	-70,693352
14556,445312	-71,214363
14642,578125	-71,606918
14728,710938	-72,753975
14814,843750	-74,080627
14900,976562	-74,788445
14987,109375	-78,655960
15073,242188	-87,695747
15159,375000	-90,563347
15245,507812	-91,095093
15331,640625	-91,164360
15417,773438	-91,216934
15503,906250	-91,277702
15590,039062	-91,315376
15676,171875	-91,371910
15762,304688	-91,412140
15848,437500	-91,454483
15934,570312	-91,490509
16020,703125	-91,535103
16106,835938	-91,570518
16192,968750	-91,604866
16279,101562	-91,647491
16365,234375	-91,672386
16451,367188	-91,717773
16537,500000	-91,745506
16623,632812	-91,777473
16709,765625	-91,810020
16795,898438	-91,840408
16882,031250	-91,868362
16968,164062	-91,896767
17054,296875	-91,920990
17140,429688	-91,949158
17226,562500	-91,974213
17312,695312	-92,003120
17398,828125	-92,019295
17484,960938	-92,058205
17571,093750	-92,069397
17657,226562	-92,091698
17743,359375	-92,117775
17829,492188	-92,140350
17915,625000	-92,158615
18001,757812	-92,182854
18087,890625	-92,195786
18174,023438	-92,224693
18260,156250	-92,236092
18346,289062	-92,253807
18432,421875	-92,276154
18518,554688	-92,295982
18604,687500	-92,306877
18690,820312	-92,329437
18776,953125	-92,340607
18863,085938	-92,353798
18949,218750	-92,376938
19035,351562	-92,388313
19121,484375	-92,402557
19207,617188	-92,408516
19293,750000	-92,436317
19379,882812	-92,439301
19466,015625	-92,448715
19552,148438	-92,469673
19638,281250	-92,474068
19724,414062	-92,494789
19810,546875	-92,497055
19896,679688	-92,506920
19982,812500	-92,519478
20068,945312	-92,529816
20155,078125	-92,534966
20241,210938	-92,546967
20327,343750	-92,553246
20413,476562	-92,559410
20499,609375	-92,572105
20585,742188	-92,574440
20671,875000	-92,578758
20758,007812	-92,593689
20844,140625	-92,595146
20930,273438	-92,599579
21016,406250	-92,606911
21102,539062	-92,604378
21188,671875	-92,620232
21274,804688	-92,611023
21360,937500	-92,622292
21447,070312	-92,624588
21533,203125	-92,628273
21619,335938	-92,624054
21705,468750	-92,634048
21791,601562	-92,629677
21877,734375	-92,631401
21963,867188	-92,633728
