Fréquence (Hz)	Niveau (dB)
86,132812	-39,755642
172,265625	-20,553694
258,398438	-13,325253
344,531250	-13,883534
430,664062	-23,093241
516,796875	-32,606773
602,929688	-36,804062
689,062500	-36,803917
775,195312	-47,919613
861,328125	-51,030273
947,460938	-50,538898
1033,593750	-55,099350
1119,726562	-56,976795
1205,859375	-57,795147
1291,992188	-58,392666
1378,125000	-59,114986
1464,257812	-59,644516
1550,390625	-60,124630
1636,523438	-60,714558
1722,656250	-61,139057
1808,789062	-61,563137
1894,921875	-62,080475
1981,054688	-62,499287
2067,187500	-62,858147
2153,320312	-63,184612
2239,453125	-63,572895
2325,585938	-63,918667
2411,718750	-64,242134
2497,851562	-64,525658
2583,984375	-64,844711
2670,117188	-65,103897
2756,250000	-65,387779
2842,382812	-65,658005
2928,515625	-65,925720
3014,648438	-66,169281
3100,781250	-66,423447
3186,914062	-66,626419
3273,046875	-66,873657
3359,179688	-67,108139
3445,312500	-67,267120
3531,445312	-67,429199
3617,578125	-67,604866
3703,710938	-67,908821
3789,843750	-68,128708
3875,976562	-68,284111
3962,109375	-68,449364
4048,242188	-68,522400
4134,375000	-67,967926
4220,507812	-68,031822
4306,640625	-69,072784
4392,773438	-69,355392
4478,906250	-69,470795
4565,039062	-69,658325
4651,171875	-69,809898
4737,304688	-69,952461
4823,437500	-70,094795
4909,570312	-70,247475
4995,703125	-70,361298
5081,835938	-70,534370
5167,968750	-70,696960
5254,101562	-70,802956
5340,234375	-70,925217
5426,367188	-71,068771
5512,500000	-71,177536
5598,632812	-71,338486
5684,765625	-71,482735
5770,898438	-71,592422
5857,031250	-71,724236
5943,164062	-71,852295
6029,296875	-71,980087
6115,429688	-72,115738
6201,562500	-72,252724
6287,695312	-72,347359
6373,828125	-72,481743
6459,960938	-72,585716
6546,093750	-72,682800
6632,226562	-72,785187
6718,359375	-72,858665
6804,492188	-72,928154
6890,625000	-73,004715
6976,757812	-73,058983
7062,890625	-73,163666
7149,023438	-73,231094
7235,156250	-73,300446
7321,289062	-73,348694
7407,421875	-73,447121
7493,554688	-73,435066
7579,687500	-73,580841
7665,820312	-73,665634
7751,953125	-73,755722
7838,085938	-73,834488
7924,218750	-73,871780
8010,351562	-73,814781
8096,484375	-73,914192
8182,617188	-74,260765
8268,750000	-74,442947
8354,882812	-74,480415
8441,015625	-74,435707
8527,148438	-74,450668
8613,281250	-74,528183
8699,414062	-74,530922
8785,546875	-74,583412
8871,679688	-74,660797
8957,812500	-74,701653
9043,945312	-74,799812
9130,078125	-74,786812
9216,210938	-74,874695
9302,343750	-74,949921
9388,476562	-74,993256
9474,609375	-75,039696
9560,742188	-75,115227
9646,875000	-75,188026
9733,007812	-75,214951
9819,140625	-75,271645
9905,273438	-75,348869
9991,406250	-75,410408
10077,539062	-75,424683
10163,671875	-75,528351
10249,804688	-75,564232
10335,937500	-75,619865
10422,070312	-75,666611
10508,203125	-75,709877
10594,335938	-75,736084
10680,468750	-75,775688
10766,601562	-75,801643
10852,734375	-75,856842
10938,867188	-75,936806
11025,000000	-75,976990
11111,132812	-76,061310
