Fréquence (Hz)	Niveau (dB)
19896,679688	-79,255547
19982,812500	-79,262947
20068,945312	-79,271248
20155,078125	-79,279152
20241,210938	-79,286514
20327,343750	-79,293335
20413,476562	-79,299232
20499,609375	-79,302078
20585,742188	-79,313385
20671,875000	-79,315742
20758,007812	-79,320694
20844,140625	-79,329170
20930,273438	-79,328529
21016,406250	-79,333275
21102,539062	-79,339180
21188,671875	-79,342705
21274,804688	-79,345055
21360,937500	-79,348190
21447,070312	-79,351921
21533,203125	-79,349739
21619,335938	-79,354874
21705,468750	-79,355576
21791,601562	-79,357048
21877,734375	-79,359520
21963,867188	-79,356453
