Fréquence (Hz)	Niveau (dB)
86,132812	-38,005337
172,265625	-19,938187
258,398438	-11,356627
344,531250	-11,987479
430,664062	-25,788368
516,796875	-31,762127
602,929688	-31,357668
689,062500	-30,299986
775,195312	-42,509659
861,328125	-48,868649
947,460938	-48,660614
1033,593750	-53,862511
1119,726562	-55,120518
1205,859375	-55,792450
1291,992188	-56,432976
1378,125000	-57,180614
1464,257812	-57,692379
1550,390625	-58,123932
1636,523438	-58,749840
1722,656250	-59,206837
1808,789062	-59,678017
1894,921875	-60,136044
1981,054688	-60,553043
2067,187500	-60,907196
2153,320312	-61,258366
2239,453125	-61,643547
2325,585938	-61,970577
2411,718750	-62,307781
2497,851562	-62,613590
2583,984375	-62,889568
2670,117188	-63,184631
2756,250000	-63,454430
2842,382812	-63,722618
2928,515625	-64,003708
3014,648438	-64,241623
3100,781250	-64,488068
3186,914062	-64,718796
3273,046875	-64,926544
3359,179688	-65,163116
3445,312500	-65,390343
3531,445312	-65,540077
3617,578125	-65,659081
3703,710938	-65,998413
3789,843750	-66,189873
3875,976562	-66,388229
3962,109375	-66,551392
4048,242188	-66,644897
4134,375000	-66,172523
4220,507812	-66,044174
4306,640625	-67,164505
4392,773438	-67,441803
4478,906250	-67,585793
4565,039062	-67,732124
4651,171875	-67,897614
4737,304688	-68,065033
4823,437500	-68,186501
4909,570312	-68,356987
4995,703125	-68,498909
5081,835938	-68,644539
5167,968750	-68,781151
5254,101562	-68,933365
5340,234375	-69,026360
5426,367188	-69,198395
5512,500000	-69,304604
5598,632812	-69,447533
5684,765625	-69,580521
5770,898438	-69,706833
5857,031250	-69,818192
5943,164062	-69,947891
6029,296875	-70,090225
6115,429688	-70,197235
6201,562500	-70,332260
6287,695312	-70,434654
6373,828125	-70,561554
6459,960938	-70,667648
6546,093750	-70,768303
6632,226562	-70,875191
6718,359375	-70,964447
6804,492188	-71,037422
6890,625000	-71,136719
6976,757812	-71,213760
7062,890625	-71,302162
7149,023438	-71,356407
7235,156250	-71,472771
7321,289062	-71,557938
7407,421875	-71,572105
7493,554688	-71,678574
7579,687500	-71,772064
7665,820312	-71,857590
7751,953125	-71,942123
7838,085938	-72,024223
7924,218750	-72,106781
8010,351562	-72,060936
8096,484375	-72,043358
8182,617188	-72,415161
8268,750000	-72,570343
8354,882812	-72,591248
8441,015625	-72,617271
8527,148438	-72,664284
8613,281250	-72,723747
8699,414062	-72,780785
8785,546875	-72,810280
8871,679688	-72,918526
8957,812500	-72,951195
