Fréquence (Hz)	Niveau (dB)
11197,265625	-73,708397
11283,398438	-73,743462
11369,531250	-73,773781
11455,664062	-73,794472
11541,796875	-73,901749
11627,929688	-73,932510
11714,062500	-73,988403
11800,195312	-74,009071
11886,328125	-74,016922
11972,460938	-73,945427
12058,593750	-74,069725
12144,726562	-74,184624
12230,859375	-74,240700
12316,992188	-74,247574
12403,125000	-74,327774
12489,257812	-74,343796
12575,390625	-74,384705
12661,523438	-74,459785
12747,656250	-74,481514
12833,789062	-74,516060
12919,921875	-74,563766
13006,054688	-74,624809
13092,187500	-74,665977
13178,320312	-74,708115
13264,453125	-74,692230
13350,585938	-74,757004
13436,718750	-74,808250
13522,851562	-74,826904
13608,984375	-74,889214
13695,117188	-74,942390
13781,250000	-74,955437
13867,382812	-74,988808
13953,515625	-75,065147
14039,648438	-75,121078
14125,781250	-75,103539
14211,914062	-75,153831
14298,046875	-75,175079
14384,179688	-75,210075
14470,312500	-75,232697
14556,445312	-75,255379
14642,578125	-75,299347
14728,710938	-75,313316
14814,843750	-75,380005
14900,976562	-75,384865
14987,109375	-75,613853
15073,242188	-75,893211
15159,375000	-75,930199
15245,507812	-75,964272
15331,640625	-75,991615
15417,773438	-76,016266
15503,906250	-76,043228
15590,039062	-76,073929
15676,171875	-76,098488
15762,304688	-76,119278
15848,437500	-76,151337
15934,570312	-76,176476
16020,703125	-76,196236
16106,835938	-76,222115
16192,968750	-76,250076
16279,101562	-76,270309
16365,234375	-76,290543
16451,367188	-76,318504
16537,500000	-76,340248
16623,632812	-76,358185
16709,765625	-76,380875
16795,898438	-76,405731
16882,031250	-76,423447
16968,164062	-76,442039
17054,296875	-76,466148
17140,429688	-76,485878
17226,562500	-76,500366
17312,695312	-76,521828
17398,828125	-76,543633
17484,960938	-76,558319
17571,093750	-76,574013
17657,226562	-76,596405
17743,359375	-76,613388
17829,492188	-76,624847
17915,625000	-76,644295
18001,757812	-76,663254
18087,890625	-76,675957
18174,023438	-76,687065
18260,156250	-76,709984
18346,289062	-76,721870
18432,421875	-76,732346
18518,554688	-76,748856
18604,687500	-76,765907
18690,820312	-76,774803
18776,953125	-76,785843
18863,085938	-76,802879
18949,218750	-76,815125
19035,351562	-76,822220
19121,484375	-76,835991
19207,617188	-76,850777
19293,750000	-76,857376
19379,882812	-76,866188
19466,015625	-76,882439
19552,148438	-76,889885
19638,281250	-76,894592
19724,414062	-76,907005
19810,546875	-76,918869
19896,679688	-76,924263
19982,812500	-76,929855
20068,945312	-76,942467
20155,078125	-76,949333
20241,210938	-76,951332
20327,343750	-76,961197
20413,476562	-76,972038
20499,609375	-76,972038
20585,742188	-76,977615
20671,875000	-76,986549
20758,007812	-76,992958
20844,140625	-76,990990
20930,273438	-77,000389
21016,406250	-77,006042
21102,539062	-77,005989
21188,671875	-77,007881
21274,804688	-77,016785
21360,937500	-77,018059
21447,070312	-77,014778
21533,203125	-77,022453
21619,335938	-77,026451
21705,468750	-77,021561
21791,601562	-77,024223
21877,734375	-77,028931
21963,867188	-77,027458
