Fréquence (Hz)	Niveau (dB)
12144,726562	-80,651421
12230,859375	-80,924232
12316,992188	-81,030281
12403,125000	-81,036858
12489,257812	-81,138542
12575,390625	-81,247932
12661,523438	-81,242958
12747,656250	-81,255836
12833,789062	-81,353775
12919,921875	-81,347275
13006,054688	-81,424240
13092,187500	-81,469223
13178,320312	-81,490715
13264,453125	-81,538925
13350,585938	-81,569733
13436,718750	-81,646736
13522,851562	-81,656639
13608,984375	-81,605415
13695,117188	-81,754814
13781,250000	-81,803299
13867,382812	-81,894791
13953,515625	-81,911430
14039,648438	-81,956779
14125,781250	-81,951157
14211,914062	-81,967827
14298,046875	-82,072144
14384,179688	-82,036842
14470,312500	-82,100761
14556,445312	-82,190384
14642,578125	-82,172012
14728,710938	-82,248215
14814,843750	-82,210220
14900,976562	-82,293633
14987,109375	-82,995392
15073,242188	-83,786552
15159,375000	-83,880051
15245,507812	-83,904129
15331,640625	-83,932854
15417,773438	-83,962486
15503,906250	-83,990074
15590,039062	-84,014809
15676,171875	-84,043312
15762,304688	-84,071182
15848,437500	-84,090790
15934,570312	-84,120537
16020,703125	-84,144600
16106,835938	-84,165001
16192,968750	-84,196426
16279,101562	-84,214088
16365,234375	-84,238686
16451,367188	-84,262619
16537,500000	-84,286705
16623,632812	-84,303940
16709,765625	-84,329491
16795,898438	-84,348335
16882,031250	-84,368858
16968,164062	-84,390472
17054,296875	-84,411995
17140,429688	-84,430389
17226,562500	-84,448975
17312,695312	-84,472107
17398,828125	-84,484703
17484,960938	-84,505760
17571,093750	-84,522606
17657,226562	-84,542168
17743,359375	-84,556862
17829,492188	-84,575768
17915,625000	-84,588821
18001,757812	-84,612038
18087,890625	-84,619568
18174,023438	-84,639519
18260,156250	-84,653114
18346,289062	-84,666832
18432,421875	-84,684723
18518,554688	-84,696526
18604,687500	-84,709557
18690,820312	-84,724419
18776,953125	-84,733589
18863,085938	-84,752419
18949,218750	-84,758041
19035,351562	-84,774925
19121,484375	-84,783676
19207,617188	-84,798759
19293,750000	-84,804924
19379,882812	-84,815300
19466,015625	-84,827606
19552,148438	-84,836990
19638,281250	-84,845467
19724,414062	-84,855667
19810,546875	-84,863602
19896,679688	-84,874489
19982,812500	-84,879059
20068,945312	-84,886200
20155,078125	-84,898766
20241,210938	-84,899643
20327,343750	-84,910286
20413,476562	-84,914749
20499,609375	-84,924820
20585,742188	-84,925842
20671,875000	-84,932495
20758,007812	-84,940071
20844,140625	-84,942436
20930,273438	-84,948807
21016,406250	-84,949547
21102,539062	-84,955093
21188,671875	-84,961449
21274,804688	-84,961349
21360,937500	-84,963509
21447,070312	-84,968102
21533,203125	-84,970428
21619,335938	-84,970451
21705,468750	-84,974609
21791,601562	-84,972267
21877,734375	-84,973991
21963,867188	-84,975998
