Fréquence (Hz)	Niveau (dB)
86,132812	-36,855228
172,265625	-17,817551
258,398438	-10,226453
344,531250	-10,900863
430,664062	-22,018005
516,796875	-30,622017
602,929688	-32,807716
689,062500	-32,201164
775,195312	-43,419395
861,328125	-44,863811
947,460938	-44,118076
1033,593750	-51,379906
1119,726562	-53,738148
1205,859375	-54,509655
1291,992188	-55,135422
1378,125000	-56,004761
1464,257812	-56,579414
1550,390625	-57,044132
1636,523438	-57,637718
1722,656250	-58,134308
1808,789062	-58,542290
1894,921875	-59,068844
1981,054688	-59,480743
2067,187500	-59,827652
2153,320312	-60,145088
2239,453125	-60,553799
2325,585938	-60,906643
2411,718750	-61,222107
2497,851562	-61,529461
2583,984375	-61,822536
2670,117188	-62,100761
2756,250000	-62,364784
2842,382812	-62,650928
2928,515625	-62,930813
3014,648438	-63,169323
3100,781250	-63,420586
3186,914062	-63,643036
3273,046875	-63,870621
3359,179688	-64,097206
3445,312500	-64,325302
3531,445312	-64,446640
3617,578125	-64,597862
3703,710938	-64,942680
3789,843750	-65,133057
3875,976562	-65,329155
3962,109375	-65,491951
4048,242188	-65,559639
4134,375000	-65,012817
4220,507812	-65,018127
4306,640625	-66,123222
4392,773438	-66,359726
4478,906250	-66,546234
4565,039062	-66,693115
4651,171875	-66,842751
4737,304688	-67,000648
4823,437500	-67,160751
4909,570312	-67,284668
4995,703125	-67,460861
5081,835938	-67,580536
5167,968750	-67,728165
5254,101562	-67,889122
5340,234375	-67,989861
5426,367188	-68,138771
5512,500000	-68,253326
5598,632812	-68,387672
5684,765625	-68,548164
5770,898438	-68,653374
5857,031250	-68,779930
5943,164062	-68,890808
6029,296875	-69,049179
6115,429688	-69,134171
6201,562500	-69,288902
6287,695312	-69,376137
6373,828125	-69,506927
6459,960938	-69,604958
6546,093750	-69,713470
6632,226562	-69,813240
6718,359375	-69,911186
6804,492188	-69,972778
6890,625000	-70,084183
6976,757812	-70,146759
7062,890625	-70,255791
7149,023438	-70,319313
7235,156250	-70,442673
7321,289062	-70,466629
7407,421875	-70,561188
7493,554688	-70,607941
7579,687500	-70,728043
7665,820312	-70,808640
7751,953125	-70,912674
7838,085938	-70,991386
7924,218750	-71,048904
8010,351562	-71,001060
8096,484375	-70,986404
8182,617188	-71,348892
8268,750000	-71,499451
8354,882812	-71,584564
8441,015625	-71,588707
8527,148438	-71,624657
8613,281250	-71,715012
8699,414062	-71,741287
8785,546875	-71,822289
8871,679688	-71,896843
8957,812500	-71,943314
9043,945312	-71,993942
9130,078125	-72,098183
9216,210938	-72,122421
9302,343750	-72,202835
9388,476562	-72,272453
9474,609375	-72,326378
9560,742188	-72,403847
9646,875000	-72,455757
9733,007812	-72,522774
9819,140625	-72,580284
9905,273438	-72,651512
9991,406250	-72,696869
10077,539062	-72,769882
10163,671875	-72,807442
10249,804688	-72,869293
10335,937500	-72,935501
10422,070312	-72,959969
10508,203125	-73,034630
10594,335938	-73,073135
10680,468750	-73,079247
10766,601562	-73,192757
10852,734375	-73,223572
10938,867188	-73,270828
11025,000000	-73,340378
11111,132812	-73,410309
11197,265625	-73,433479
11283,398438	-73,504143
11369,531250	-73,584343
11455,664062	-73,583298
11541,796875	-73,648911
11627,929688	-73,725983
11714,062500	-73,758003
11800,195312	-73,809799
11886,328125	-73,759026
11972,460938	-73,720665
12058,593750	-73,835747
12144,726562	-73,986565
12230,859375	-74,017166
12316,992188	-74,045830
12403,125000	-74,088852
12489,257812	-74,169487
12575,390625	-74,176910
12661,523438	-74,225441
12747,656250	-74,294014
12833,789062	-74,352791
12919,921875	-74,336395
13006,054688	-74,421448
13092,187500	-74,447510
13178,320312	-74,492874
13264,453125	-74,544930
13350,585938	-74,544121
13436,718750	-74,616081
13522,851562	-74,646042
13608,984375	-74,676773
13695,117188	-74,727486
13781,250000	-74,732574
13867,382812	-74,792534
13953,515625	-74,873024
14039,648438	-74,893768
14125,781250	-74,897949
14211,914062	-74,954834
14298,046875	-74,986504
14384,179688	-74,979530
14470,312500	-75,070435
14556,445312	-75,063454
14642,578125	-75,093475
14728,710938	-75,118210
14814,843750	-75,175705
14900,976562	-75,195068
14987,109375	-75,386742
15073,242188	-75,613396
15159,375000	-75,651131
15245,507812	-75,678253
15331,640625	-75,711182
15417,773438	-75,733948
15503,906250	-75,760803
15590,039062	-75,788689
15676,171875	-75,814812
15762,304688	-75,839813
15848,437500	-75,869331
15934,570312	-75,891220
16020,703125	-75,913521
16106,835938	-75,940094
16192,968750	-75,964005
16279,101562	-75,986710
16365,234375	-76,012451
16451,367188	-76,034172
16537,500000	-76,053818
16623,632812	-76,077469
16709,765625	-76,097969
16795,898438	-76,119179
16882,031250	-76,143883
16968,164062	-76,160973
17054,296875	-76,179527
17140,429688	-76,201561
17226,562500	-76,218460
17312,695312	-76,239098
17398,828125	-76,260475
17484,960938	-76,275642
17571,093750	-76,291458
17657,226562	-76,312035
17743,359375	-76,327003
17829,492188	-76,344070
17915,625000	-76,363953
18001,757812	-76,377174
18087,890625	-76,390541
18174,023438	-76,409050
18260,156250	-76,422218
18346,289062	-76,436150
18432,421875	-76,455101
18518,554688	-76,466248
18604,687500	-76,477722
18690,820312	-76,492584
18776,953125	-76,503784
18863,085938	-76,518097
18949,218750	-76,532349
19035,351562	-76,541756
19121,484375	-76,551811
19207,617188	-76,564018
19293,750000	-76,574234
19379,882812	-76,585884
19466,015625	-76,597977
19552,148438	-76,605087
19638,281250	-76,612640
19724,414062	-76,626053
19810,546875	-76,630898
19896,679688	-76,640282
19982,812500	-76,651833
20068,945312	-76,656853
20155,078125	-76,662415
20241,210938	-76,672043
20327,343750	-76,677513
20413,476562	-76,684059
