Fréquence (Hz)	Niveau (dB)
86,132812	-40,943424
172,265625	-21,775673
258,398438	-13,896955
344,531250	-13,020722
430,664062	-21,445972
516,796875	-34,195217
602,929688	-50,907204
689,062500	-52,179348
775,195312	-53,403809
861,328125	-52,424820
947,460938	-51,426182
1033,593750	-54,625751
1119,726562	-57,373955
1205,859375	-58,625164
1291,992188	-59,554214
1378,125000	-60,131454
1464,257812	-60,551178
1550,390625	-61,102409
1636,523438	-61,718372
1722,656250	-62,199448
1808,789062	-62,303745
1894,921875	-60,541691
1981,054688	-62,156841
2067,187500	-63,948635
2153,320312	-64,273537
2239,453125	-64,626312
2325,585938	-64,982506
2411,718750	-65,323013
2497,851562	-65,597839
2583,984375	-65,872864
2670,117188	-66,132332
2756,250000	-66,408607
2842,382812	-66,659233
2928,515625	-66,978340
3014,648438	-67,226601
3100,781250	-67,476280
3186,914062	-67,694145
3273,046875	-67,928116
3359,179688	-68,156616
3445,312500	-68,327347
3531,445312	-68,372955
3617,578125	-68,591667
3703,710938	-68,920906
3789,843750	-69,112450
3875,976562	-69,311089
3962,109375	-69,482246
4048,242188	-69,535622
4134,375000	-68,989250
4220,507812	-68,857079
4306,640625	-70,017746
4392,773438	-70,400078
4478,906250	-70,525383
4565,039062	-70,687729
4651,171875	-70,856583
4737,304688	-70,999519
4823,437500	-71,119209
4909,570312	-71,262421
4995,703125	-71,444702
5081,835938	-71,562263
5167,968750	-71,704346
5254,101562	-71,872963
5340,234375	-71,983391
5426,367188	-72,089302
5512,500000	-72,217323
5598,632812	-72,368881
5684,765625	-72,519356
5770,898438	-72,657654
5857,031250	-72,787315
5943,164062	-72,901230
6029,296875	-73,039307
6115,429688	-73,163300
6201,562500	-73,305351
6287,695312	-73,443260
6373,828125	-73,527184
6459,960938	-73,641884
6546,093750	-73,767586
6632,226562	-73,818459
6718,359375	-73,902580
6804,492188	-73,987167
6890,625000	-74,045471
6976,757812	-74,085594
7062,890625	-74,183228
7149,023438	-74,257126
7235,156250	-74,316826
7321,289062	-74,374657
7407,421875	-74,390244
7493,554688	-74,422272
7579,687500	-74,545036
7665,820312	-74,656105
7751,953125	-74,735458
7838,085938	-74,806526
7924,218750	-74,858414
8010,351562	-74,823860
8096,484375	-74,847244
8182,617188	-75,260017
8268,750000	-75,499565
8354,882812	-75,478012
8441,015625	-75,446930
8527,148438	-75,479111
8613,281250	-75,423882
8699,414062	-75,506737
8785,546875	-75,535179
8871,679688	-75,587196
8957,812500	-75,656624
9043,945312	-75,680298
9130,078125	-75,790077
9216,210938	-75,768509
9302,343750	-75,884583
9388,476562	-75,916489
9474,609375	-76,005882
9560,742188	-76,026466
9646,875000	-76,125008
9733,007812	-76,119453
9819,140625	-76,196434
9905,273438	-76,274017
9991,406250	-76,335442
10077,539062	-76,373222
10163,671875	-76,441711
10249,804688	-76,469849
10335,937500	-76,560509
10422,070312	-76,596031
10508,203125	-76,628235
10594,335938	-76,610146
10680,468750	-76,714790
